paymentType,userId,businessId,reservableItemId,reservableTimeId,requestQuantity
WALLET,388338,38279,1148354,3445060,2
WALLET,451087,10557,316700,950099,2
WALLET,638037,80485,2414547,7243640,2
WALLET,101949,56296,1688869,5066605,2
WALLET,922355,78755,2362633,7087899,2
WALLET,957378,37184,1115516,3346548,2
WALLET,144771,51970,1559076,4677228,2
WALLET,892070,99588,2987635,8962903,2
WALLET,492119,55316,1659471,4978413,2
WALLET,628315,22892,686734,2060202,2
WALLET,184392,71955,2158646,6475937,2
WALLET,916578,42903,1287063,3861188,2
WALLET,781283,17393,521761,1565281,2
WALLET,163752,47346,1420371,4261113,2
WALLET,107427,86765,2602922,7808765,2
WALLET,166500,22278,668315,2004945,2
WALLET,43071,85598,2567937,7703810,2
WALLET,886634,69441,2083224,6249670,2
WALLET,939121,69179,2075341,6226022,2
WALLET,262176,30320,909597,2728791,2
WALLET,380631,38915,1167426,3502277,2
WALLET,370118,71370,2141082,6423245,2
WALLET,606798,56917,1707485,5122454,2
WALLET,280766,56280,1688377,5065130,2
WALLET,118368,78754,2362607,7087820,2
WALLET,233024,92564,2776909,8330727,2
WALLET,313279,41342,1240241,3720721,2
WALLET,347558,8479,254349,763047,2
WALLET,666532,16772,503156,1509466,2
WALLET,992888,26040,781183,2343548,2
WALLET,667973,66408,1992238,5976714,2
WALLET,31864,27896,836865,2510593,2
WALLET,431589,43839,1315147,3945441,2
WALLET,727875,87490,2624700,7874098,2
WALLET,705716,9725,291739,875216,2
WALLET,729419,1825,54723,164169,2
WALLET,460403,58409,1752259,5256775,2
WALLET,206943,98745,2962348,8887043,2
WALLET,276321,12395,371846,1115536,2
WALLET,87035,43745,1312336,3937006,2
WALLET,330790,78246,2347379,7042137,2
WALLET,737481,41809,1254270,3762810,2
WALLET,214340,25115,753421,2260262,2
WALLET,519668,2089,62645,187934,2
WALLET,925498,4653,139578,418733,2
WALLET,676402,73233,2196986,6590956,2
WALLET,165809,98815,2964446,8893336,2
WALLET,218857,40690,1220682,3662046,2
WALLET,932078,38940,1168179,3504536,2
WALLET,847215,99744,2992312,8976936,2
WALLET,659098,24326,729754,2189260,2
WALLET,773324,21668,650037,1950110,2
WALLET,280096,42854,1285601,3856803,2
WALLET,413630,82454,2473600,7420800,2
WALLET,179289,44760,1342786,4028356,2
WALLET,363346,73324,2199694,6599082,2
WALLET,898839,61735,1852029,5556086,2
WALLET,964754,16755,502641,1507923,2
WALLET,318668,68847,2065403,6196208,2
WALLET,578597,97962,2938835,8816505,2
WALLET,594007,76862,2305833,6917497,2
WALLET,185082,76966,2308965,6926895,2
WALLET,577390,28313,849389,2548165,2
WALLET,284748,14104,423106,1269318,2
WALLET,801353,15925,477736,1433207,2
WALLET,18425,26344,790313,2370937,2
WALLET,741533,80974,2429211,7287631,2
WALLET,955637,99176,2975276,8925828,2
