paymentType,userId,businessId,reservableItemId,reservableTimeId,requestQuantity
WALLET,901037,89394,2681792,8045374,2
WALLET,26276,68859,2065768,6197303,2
WALLET,935559,71630,2148882,6446645,2
WALLET,214630,11494,344818,1034454,2
WALLET,280092,99155,2974635,8923903,2
WALLET,518389,47083,1412467,4237400,2
WALLET,790155,35514,1065416,3196247,2
WALLET,804052,80254,2407606,7222818,2
WALLET,253434,45574,1367208,4101623,2
WALLET,918283,20777,623281,1869841,2
WALLET,871223,8102,243041,729121,2
WALLET,854617,97658,2929739,8789217,2
WALLET,440228,58182,1745438,5236312,2
WALLET,358760,56776,1703260,5109778,2
WALLET,784900,60175,1805236,5415707,2
WALLET,301236,74048,2221430,6664290,2
WALLET,952586,39001,1170019,3510056,2
WALLET,41012,46156,1384659,4153977,2
WALLET,45489,55091,1652702,4958106,2
WALLET,461430,79822,2394643,7183929,2
WALLET,326315,47731,1431916,4295746,2
WALLET,103457,79864,2395907,7187720,2
WALLET,35850,27399,821956,2465868,2
WALLET,340620,99425,2982748,8948244,2
WALLET,424431,51648,1549429,4648287,2
WALLET,874893,74326,2229758,6689273,2
WALLET,472830,64683,1940482,5821445,2
WALLET,597521,81404,2442101,7326301,2
WALLET,994070,59077,1772283,5316849,2
WALLET,174163,51336,1540070,4620208,2
WALLET,493050,21128,633833,1901497,2
WALLET,666430,53050,1591480,4774439,2
WALLET,562897,18849,565469,1696405,2
WALLET,333794,70809,2124249,6372747,2
WALLET,773455,9011,270313,810938,2
WALLET,127357,28671,860126,2580378,2
WALLET,786219,68957,2068705,6206113,2
WALLET,556747,63626,1908767,5726301,2
WALLET,77661,32940,988192,2964575,2
WALLET,955708,10827,324786,974357,2
WALLET,926212,84716,2541467,7624401,2
WALLET,295272,28614,858407,2575219,2
WALLET,835424,7359,220742,662225,2
WALLET,134885,49078,1472330,4416990,2
WALLET,2030,38925,1167723,3503169,2
WALLET,196616,15473,464188,1392562,2
WALLET,645021,72225,2166745,6500233,2
WALLET,698994,73989,2219669,6659005,2
WALLET,710373,40494,1214794,3644382,2
WALLET,88061,78997,2369886,7109656,2
WALLET,888336,79359,2380748,7142244,2
WALLET,351282,50392,1511744,4535231,2
WALLET,4217,4268,128024,384071,2
WALLET,762683,73404,2202112,6606335,2
WALLET,999588,755,22640,67918,2
WALLET,852814,8269,248068,744203,2
WALLET,524517,46965,1408931,4226793,2
WALLET,908624,6581,197404,592211,2
WALLET,155439,34537,1036090,3108269,2
WALLET,18287,70477,2114290,6342870,2
WALLET,106053,40229,1206861,3620581,2
WALLET,440064,24824,744697,2234091,2
WALLET,308253,39961,1198819,3596455,2
WALLET,995526,32434,973008,2919022,2
WALLET,808755,75795,2273845,6821533,2
WALLET,246235,27087,812593,2437779,2
WALLET,267428,83981,2519430,7558288,2
WALLET,662486,92102,2763057,8289169,2
WALLET,328138,75873,2276185,6828554,2
WALLET,275427,54627,1638800,4916400,2
WALLET,836340,89578,2687334,8062002,2
WALLET,579662,92579,2777356,8332066,2
WALLET,33561,61762,1852857,5558569,2
WALLET,164609,98905,2967127,8901380,2
WALLET,422680,59741,1792214,5376642,2
WALLET,132967,93217,2796482,8389445,2
WALLET,665991,14611,438304,1314911,2
WALLET,970189,41164,1234897,3704690,2
WALLET,932817,7057,211697,635090,2
WALLET,583771,44788,1343618,4030852,2
