paymentType,userId,businessId,reservableItemId,reservableTimeId,requestQuantity
WALLET,270227,50001,1500001,4500001,2
WALLET,235981,50001,1500001,4500001,2
WALLET,975437,50001,1500001,4500001,2
WALLET,885429,50001,1500001,4500001,2
WALLET,687436,50001,1500001,4500001,2
WALLET,853413,50001,1500001,4500001,2
WALLET,7533,50001,1500001,4500001,2
WALLET,300399,50001,1500001,4500001,2
WALLET,516469,50001,1500001,4500001,2
WALLET,565958,50001,1500001,4500001,2
WALLET,852439,50001,1500001,4500001,2
WALLET,588554,50001,1500001,4500001,2
WALLET,570079,50001,1500001,4500001,2
WALLET,707441,50001,1500001,4500001,2
WALLET,132809,50001,1500001,4500001,2
WALLET,949181,50001,1500001,4500001,2
WALLET,589204,50001,1500001,4500001,2
WALLET,440784,50001,1500001,4500001,2
WALLET,284746,50001,1500001,4500001,2
WALLET,797065,50001,1500001,4500001,2
WALLET,611584,50001,1500001,4500001,2
WALLET,962253,50001,1500001,4500001,2
WALLET,361847,50001,1500001,4500001,2
WALLET,146172,50001,1500001,4500001,2
WALLET,278205,50001,1500001,4500001,2
WALLET,627230,50001,1500001,4500001,2
WALLET,479819,50001,1500001,4500001,2
WALLET,748921,50001,1500001,4500001,2
WALLET,80149,50001,1500001,4500001,2
WALLET,485397,50001,1500001,4500001,2
WALLET,78982,50001,1500001,4500001,2
WALLET,459843,50001,1500001,4500001,2
WALLET,128704,50001,1500001,4500001,2
WALLET,509917,50001,1500001,4500001,2
WALLET,866447,50001,1500001,4500001,2
WALLET,555491,50001,1500001,4500001,2
WALLET,562814,50001,1500001,4500001,2
WALLET,498268,50001,1500001,4500001,2
WALLET,236982,50001,1500001,4500001,2
WALLET,549306,50001,1500001,4500001,2
WALLET,816765,50001,1500001,4500001,2
WALLET,255796,50001,1500001,4500001,2
WALLET,910474,50001,1500001,4500001,2
WALLET,429088,50001,1500001,4500001,2
WALLET,355407,50001,1500001,4500001,2
WALLET,502535,50001,1500001,4500001,2
WALLET,486660,50001,1500001,4500001,2
WALLET,642081,50001,1500001,4500001,2
WALLET,735285,50001,1500001,4500001,2
WALLET,697923,50001,1500001,4500001,2
WALLET,879035,50001,1500001,4500001,2
WALLET,569480,50001,1500001,4500001,2
WALLET,40642,50001,1500001,4500001,2
WALLET,135390,50001,1500001,4500001,2
WALLET,286470,50001,1500001,4500001,2
WALLET,642054,50001,1500001,4500001,2
WALLET,389940,50001,1500001,4500001,2
WALLET,30635,50001,1500001,4500001,2
WALLET,975811,50001,1500001,4500001,2
WALLET,135557,50001,1500001,4500001,2
